"","Region","Season","Forecast","Scenario","MEAN","SD","COUNT","SLOPE","INTERCEPT","COR","R2","STD_ERROR","BIAS","RMSE","P_VALUE"
"244","Winter_Region","Summer","2021-08-10","Blw","2.401","209.743","3350.000","0.794","-36.873","0.937","0.878","0.005","-47.090","101.062","p<0.05"
"245","Winter_Region","Summer","2021-08-10","Avg","57.342","219.054","3350.000","0.818","0.250","0.934","0.872","0.005","-12.448","91.461","p<0.05"
"246","Winter_Region","Summer","2021-08-10","Abv","134.075","237.863","3350.000","0.855","38.483","0.937","0.878","0.005","22.240","93.848","p<0.05"
"247","Winter_Region","Summer","2021-08-24","Blw","49.490","247.601","3350.000","1.000","0.000","1.000","1.000","0.000","0.000","0.000","p<0.05"
"248","Winter_Region","Summer","2021-08-24","Avg","69.790","250.047","3350.000","1.000","0.000","1.000","1.000","0.000","0.000","0.000","p<0.05"
"249","Winter_Region","Summer","2021-08-24","Abv","111.835","260.812","3350.000","1.000","-0.000","1.000","1.000","0.000","0.000","0.000","p<0.05"
"250","Winter_Region","Summer","2022-06-14","Blw","-174.397","81.096","3350.000","0.091","-192.024","0.190","0.036","0.008","-368.291","407.010","p<0.05"
"251","Winter_Region","Summer","2022-06-14","Avg","-30.957","56.498","3350.000","0.039","-38.476","0.116","0.014","0.006","-224.851","283.164","p<0.05"
"252","Winter_Region","Summer","2022-06-14","Abv","146.462","90.113","3350.000","0.081","130.707","0.153","0.023","0.009","-47.432","185.380","p<0.05"
"253","Winter_Region","Summer","2022-06-28","Blw","-57.317","93.942","3350.000","0.232","-102.218","0.417","0.174","0.009","-251.210","295.487","p<0.05"
"254","Winter_Region","Summer","2022-06-28","Avg","74.011","64.251","3350.000","0.197","35.843","0.519","0.269","0.006","-119.883","189.400","p<0.05"
"255","Winter_Region","Summer","2022-06-28","Abv","236.760","90.487","3350.000","0.256","187.196","0.478","0.229","0.008","42.866","155.010","p<0.05"
"256","Winter_Region","Summer","2022-07-12","Blw","-47.348","112.255","3350.000","0.409","-126.710","0.617","0.381","0.009","-241.241","275.667","p<0.05"
"257","Winter_Region","Summer","2022-07-12","Avg","63.698","90.001","3350.000","0.391","-12.141","0.736","0.541","0.006","-130.196","176.884","p<0.05"
"258","Winter_Region","Summer","2022-07-12","Abv","193.687","95.748","3350.000","0.429","110.513","0.759","0.575","0.006","-0.207","115.048","p<0.05"
"259","Winter_Region","Summer","2022-07-26","Blw","-47.038","127.547","3350.000","0.520","-147.899","0.690","0.477","0.009","-240.932","270.472","p<0.05"
"260","Winter_Region","Summer","2022-07-26","Avg","42.558","107.345","3350.000","0.485","-51.506","0.765","0.585","0.007","-151.336","187.814","p<0.05"
"261","Winter_Region","Summer","2022-07-26","Abv","155.457","111.658","3350.000","0.543","50.208","0.823","0.677","0.006","-38.436","107.179","p<0.05"
"262","Winter_Region","Summer","2022-08-09","Blw","29.698","148.160","3350.000","0.699","-105.757","0.798","0.637","0.009","-164.196","193.710","p<0.05"
"263","Winter_Region","Summer","2022-08-09","Avg","88.905","139.011","3350.000","0.676","-42.257","0.824","0.679","0.008","-104.989","142.224","p<0.05"
"264","Winter_Region","Summer","2022-08-09","Abv","169.189","134.121","3350.000","0.689","35.545","0.870","0.757","0.007","-24.704","88.015","p<0.05"
"265","Winter_Region","Summer","2022-08-23","Blw","167.708","164.720","3350.000","0.880","-2.889","0.904","0.818","0.007","-26.186","77.724","p<0.05"
"266","Winter_Region","Summer","2022-08-23","Avg","188.580","168.446","3350.000","0.908","12.602","0.912","0.832","0.007","-5.314","70.953","p<0.05"
"267","Winter_Region","Summer","2022-08-23","Abv","235.111","175.528","3350.000","0.933","54.159","0.900","0.810","0.008","41.217","87.577","p<0.05"
"268","Winter_Region","Summer","2022-09-01","Blw","193.894","169.303","3350.000","1.000","-0.000","1.000","1.000","0.000","0.000","0.000","p<0.05"
"269","Winter_Region","Summer","2022-09-01","Avg","193.894","169.303","3350.000","1.000","-0.000","1.000","1.000","0.000","0.000","0.000","p<0.05"
"270","Winter_Region","Summer","2022-09-01","Abv","193.894","169.303","3350.000","1.000","-0.000","1.000","1.000","0.000","0.000","0.000","p<0.05"
