fips_gridID,fips,gridID,CountyST,latitude,longitude,year,Tjfma,Tapr-may,Tan,PPTjfmam,PPTamjja,PPTjja,PPTan,pptRatioSummerWinter
04009_042983,4009,42983,grahamAZ,33.0802532,-109.640066,-9999,9.372231548,16.64805972,15.54947052,9.270428571,14.79385714,12.99585714,33.90185714,1.401861526
04009_042984,4009,42984,grahamAZ,33.09301847,-109.5333692,-9999,9.438288095,16.68798244,15.57115054,9.506571429,15.34571429,13.48871429,35.24157143,1.418883179
04009_043437,4009,43437,grahamAZ,33.07667862,-110.4022143,-9999,11.94054405,19.51975059,18.34844048,12.05857143,12.92285714,11.14128571,35.33328571,0.923930814
04009_043438,4009,43438,grahamAZ,33.09015478,-110.2956485,-9999,11.58900774,19.12383958,17.9496041,11.17285714,12.84214286,11.13128571,33.79685714,0.996279248
04009_043439,4009,43439,grahamAZ,33.10353132,-110.1890464,-9999,11.33636488,18.85303864,17.67264733,10.60385714,12.80628571,11.132,32.81414286,1.049806674
04009_043440,4009,43440,grahamAZ,33.11680819,-110.0824083,-9999,10.71681905,18.18315574,17.02984217,10.191,13.19842857,11.49371429,32.50328571,1.127829878
04009_043441,4009,43441,grahamAZ,33.12998536,-109.9757344,-9999,10.23683631,17.65793794,16.52089093,9.730857143,13.58385714,11.85385714,32.19285714,1.218171942
04009_043442,4009,43442,grahamAZ,33.14306279,-109.8690251,-9999,9.741474405,17.1050726,16.00692925,9.644428571,14.015,12.24385714,32.70371429,1.269526448
04009_043443,4009,43443,grahamAZ,33.15604042,-109.7622806,-9999,8.680285119,15.90198712,14.91376396,10.19314286,15.51514286,13.57085714,35.65442857,1.33137123
04009_043444,4009,43444,grahamAZ,33.16891822,-109.655501,-9999,8.462371429,15.63578806,14.66085905,10.29385714,16.058,14.05971429,36.70771429,1.36583538
04009_043445,4009,43445,grahamAZ,33.18169614,-109.5486868,-9999,8.403624405,15.51517916,14.52917759,10.62642857,16.91557143,14.80371429,38.63728571,1.393103448
04009_043898,4009,43898,grahamAZ,33.16523838,-110.4185046,-9999,11.79319226,19.41143677,18.23827797,12.27071429,12.81042857,11.02428571,35.52642857,0.898422493
04009_043899,4009,43899,grahamAZ,33.17872788,-110.3118219,-9999,11.30652321,18.83341452,17.69222509,11.47785714,13.04128571,11.29085714,34.50157143,0.98370776
04009_043900,4009,43900,grahamAZ,33.19211767,-110.2051028,-9999,10.67208512,18.11702693,17.03125567,11.37957143,13.596,11.78214286,34.92942857,1.035376678
04009_043901,4009,43901,grahamAZ,33.20540772,-110.0983476,-9999,10.02987798,17.40575995,16.35245511,10.98185714,14.14571429,12.28514286,34.86785714,1.118676258
04009_043902,4009,43902,grahamAZ,33.21859796,-109.9915565,-9999,9.5779,16.91341101,15.88323768,10.78571429,14.57457143,12.67685714,35.03057143,1.175337748
04009_043903,4009,43903,grahamAZ,33.23168837,-109.8847299,-9999,8.34379881,15.55087705,14.62874064,11.20528571,16.05085714,13.963,37.47014286,1.246108342
04009_043904,4009,43904,grahamAZ,33.2446789,-109.7778679,-9999,7.896731548,15.04313349,14.15800262,11.23771429,16.68828571,14.536,38.39771429,1.293501475
04009_043905,4009,43905,grahamAZ,33.2575695,-109.6709708,-9999,7.512335714,14.58663115,13.72320303,11.36357143,17.54528571,15.32085714,39.96942857,1.348243133
04009_043906,4009,43906,grahamAZ,33.27036013,-109.5640388,-9999,7.406320238,14.42175527,13.55860454,11.57271429,18.10314286,15.78171429,41.174,1.36370033
04009_044359,4009,44359,grahamAZ,33.25378418,-110.4348314,-9999,11.4092375,18.9280726,17.83310481,12.37228571,13.12742857,11.308,36.00371429,0.913978246
04009_044360,4009,44360,grahamAZ,33.26728709,-110.3280316,-9999,11.01433393,18.47869789,17.40759504,12.02928571,13.422,11.59514286,35.78285714,0.963909507
04009_044361,4009,44361,grahamAZ,33.28069019,-110.2211953,-9999,10.0495744,17.3788267,16.39532371,11.98442857,14.39771429,12.44057143,36.75285714,1.038061294
04009_044362,4009,44362,grahamAZ,33.29399345,-110.1143228,-9999,9.578792262,16.86999883,15.90997079,11.83871429,14.86128571,12.86057143,37.02214286,1.086314875
04009_044363,4009,44363,grahamAZ,33.30719683,-110.0074142,-9999,8.789907143,16.01521077,15.09697492,11.69642857,15.715,13.62885714,37.77385714,1.165215267
04009_044364,4009,44364,grahamAZ,33.32030028,-109.90047,-9999,7.779976786,14.90143443,14.07987838,12.16871429,16.977,14.72314286,39.98071429,1.209917705
04009_044365,4009,44365,grahamAZ,33.33330375,-109.7934903,-9999,6.922801786,13.97122365,13.2030885,12.28571429,18.10514286,15.74271429,41.59485714,1.281383721
04009_044366,4009,44366,grahamAZ,33.34620721,-109.6864754,-9999,6.585854762,13.56080328,12.80970798,12.38542857,18.927,16.473,43.02428571,1.330030681
04009_044367,4009,44367,grahamAZ,33.35901061,-109.5794255,-9999,6.102082143,12.95825878,12.25650185,12.95042857,19.93971429,17.30057143,45.23714286,1.335907251
04009_044821,4009,44821,grahamAZ,33.35583256,-110.3442778,-9999,10.11548274,17.34965105,16.44935541,12.68485714,14.56285714,12.54328571,38.03171429,0.988839336
04009_044822,4009,44822,grahamAZ,33.36924904,-110.2373241,-9999,9.668289881,16.88062529,15.99354568,12.63471429,15.042,12.955,38.46042857,1.02534966
04009_044823,4009,44823,grahamAZ,33.38256558,-110.1303339,-9999,8.952246429,16.12411827,15.2648645,12.54057143,15.81128571,13.64071429,39.17971429,1.087726693
04009_044824,4009,44824,grahamAZ,33.39578214,-110.0233077,-9999,8.409554762,15.54574356,14.71311819,12.52785714,16.44442857,14.204,39.87528571,1.133793261
04009_044825,4009,44825,grahamAZ,33.40889868,-109.9162456,-9999,7.121047619,14.14466042,13.4169262,13.05371429,18.09814286,15.64857143,42.59971429,1.19878305
04009_044826,4009,44826,grahamAZ,33.42191516,-109.8091479,-9999,6.048254762,13.00957143,12.35832564,13.35157143,19.51314286,16.93257143,44.77057143,1.26820813
04009_044827,4009,44827,grahamAZ,33.43483153,-109.7020149,-9999,5.751544643,12.66968618,12.026165,13.43328571,20.13757143,17.494,45.80142857,1.302287495
04009_044828,4009,44828,grahamAZ,33.44764775,-109.5948468,-9999,5.303406548,12.05333138,11.44634635,14.36357143,21.37214286,18.38128571,48.76242857,1.27971555
04009_045286,4009,45286,grahamAZ,33.49748376,-109.9320568,-9999,6.612900595,13.53999766,12.8931707,13.80771429,19.052,16.42385714,44.79742857,1.189469655
04009_045287,4009,45287,grahamAZ,33.5105133,-109.8248409,-9999,5.873309524,12.76423068,12.16691929,14.07642857,20.10542857,17.36785714,46.45257143,1.233825544
04009_045288,4009,45288,grahamAZ,33.52344263,-109.7175895,-9999,4.606648214,11.38611827,10.85858339,16.04371429,22.62128571,19.30557143,51.97714286,1.203310598
04009_045289,4009,45289,grahamAZ,33.53627172,-109.610303,-9999,4.47224881,11.16131499,10.63506518,16.45528571,23.18714286,19.688,53.36585714,1.196454461
04009_045290,4009,45290,grahamAZ,33.54900053,-109.5029815,-9999,4.547219048,11.12345082,10.58590053,16.21757143,23.30642857,19.72314286,53.61414286,1.21615884
04011_039760,4011,39760,greenleeAZ,32.50931626,-109.1092562,-9999,9.807889881,16.93089813,15.69016342,8.093285714,16.18985714,14.65971429,34.06885714,1.811342736
04011_040221,4011,40221,greenleeAZ,32.59813086,-109.1239879,-9999,9.665052976,16.80181733,15.55747886,8.193428571,16.01157143,14.43585714,34.03342857,1.761882345
04011_040682,4011,40682,greenleeAZ,32.68693073,-109.1387525,-9999,9.50328869,16.65093091,15.40632085,8.302571429,15.87757143,14.25257143,34.06414286,1.716645445
04011_041142,4011,41142,greenleeAZ,32.76329939,-109.2598807,-9999,9.973322024,17.1978185,15.92636663,8.22,15.18785714,13.602,33.29071429,1.654744526
04011_041143,4011,41143,greenleeAZ,32.77571604,-109.1535502,-9999,9.638360119,16.84614169,15.58447791,8.484285714,15.61028571,13.92842857,34.21928571,1.641673682
04011_041144,4011,41144,greenleeAZ,32.78803309,-109.0471865,-9999,9.166113095,16.27960539,15.07407128,8.765,16.23685714,14.46657143,35.34971429,1.650493032
04011_041603,4011,41603,greenleeAZ,32.85205814,-109.2748284,-9999,10.28712024,17.58150234,16.29107141,8.285142857,14.83485714,13.24828571,33.192,1.599041313
04011_041604,4011,41604,greenleeAZ,32.86448696,-109.168381,-9999,9.843430952,17.08048595,15.81331838,8.832,15.78371429,14.02285714,35.17357143,1.587732919
04011_041605,4011,41605,greenleeAZ,32.8768161,-109.0619004,-9999,9.206598214,16.31103044,15.11981219,9.071,16.43557143,14.56757143,36.20828571,1.605949887
04011_042064,4011,42064,greenleeAZ,32.94080262,-109.2898095,-9999,10.9295756,18.35998829,16.98670121,8.839714286,15.13614286,13.428,34.80514286,1.519053622
04011_042065,4011,42065,greenleeAZ,32.95324367,-109.1832451,-9999,9.988371429,17.23962061,15.96988789,9.212142857,16.04342857,14.18314286,36.26328571,1.539613864
04011_042066,4011,42066,greenleeAZ,32.96558494,-109.0766474,-9999,9.43560119,16.57598009,15.36705332,9.348142857,16.52,14.589,36.91785714,1.560630836
04011_042524,4011,42524,greenleeAZ,33.01697986,-109.4114721,-9999,10.83988571,18.267637,16.93337687,8.756714286,14.56328571,12.88871429,33.82357143,1.471866486
04011_042525,4011,42525,greenleeAZ,33.02953301,-109.3048242,-9999,11.54336369,19.0873548,17.61822733,9.242285714,15.49914286,13.721,36.19028571,1.484589465
04011_042526,4011,42526,greenleeAZ,33.04198633,-109.1981426,-9999,10.33434643,17.64248829,16.33700529,9.534428571,16.18657143,14.26571429,37.12814286,1.496231702
04011_042527,4011,42527,greenleeAZ,33.05433979,-109.0914275,-9999,9.342644643,16.4591534,15.26588295,9.770285714,16.90328571,14.84471429,38.08457143,1.519373611
04011_042985,4011,42985,greenleeAZ,33.1056839,-109.426638,-9999,9.154282738,16.31694614,15.20986448,10.68114286,17.17771429,15.032,39.54542857,1.407340039
04011_042986,4011,42986,greenleeAZ,33.11824947,-109.3198727,-9999,9.954667857,17.23998009,15.99681142,10.62171429,17.15414286,15.01942857,39.81757143,1.414030557
04011_042987,4011,42987,greenleeAZ,33.13071512,-109.2130736,-9999,9.78855119,16.99569789,15.75704218,10.13085714,16.78857143,14.70114286,38.74942857,1.451125275
04011_042988,4011,42988,greenleeAZ,33.14308083,-109.1062408,-9999,9.242098214,16.33634426,15.16512473,10.17857143,17.12371429,14.96928571,39.05271429,1.470666667
04011_043446,4011,43446,greenleeAZ,33.19437414,-109.441838,-9999,7.78319881,14.76181499,13.83934364,11.606,18.40471429,16.03171429,42.01742857,1.381329854
04011_043447,4011,43447,greenleeAZ,33.20695218,-109.3349551,-9999,8.2047875,15.17288876,14.1844709,11.86471429,18.76428571,16.278,43.14528571,1.371967298
04011_043448,4011,43448,greenleeAZ,33.21943022,-109.2280381,-9999,8.861965476,15.89966745,14.7928577,10.86828571,17.61514286,15.299,40.67585714,1.407673703
04011_043449,4011,43449,greenleeAZ,33.23180822,-109.1210875,-9999,8.306173214,15.22837119,14.18458555,11.13071429,18.07885714,15.61142857,41.46742857,1.402554065
04011_043907,4011,43907,greenleeAZ,33.28305075,-109.4570723,-9999,6.856704762,13.71908899,12.90816803,12.39,19.54728571,16.96857143,44.38571429,1.369537646
04011_043908,4011,43908,greenleeAZ,33.29564132,-109.3500714,-9999,7.11963631,13.92558782,13.0796651,12.42542857,19.57385714,16.90442857,44.72314286,1.360470464
04011_043909,4011,43909,greenleeAZ,33.3081318,-109.2430364,-9999,7.572141071,14.40070258,13.49441056,11.88028571,18.90542857,16.30842857,43.33528571,1.372730334
04011_043910,4011,43910,greenleeAZ,33.32052214,-109.1359676,-9999,7.41945119,14.19161007,13.27264893,11.77371429,18.93714286,16.25242857,43.315,1.380399437
04011_044368,4011,44368,greenleeAZ,33.3717139,-109.4723409,-9999,6.151957738,12.90771077,12.19456835,12.78214286,20.19071429,17.499,45.695,1.369019279
04011_044369,4011,44369,greenleeAZ,33.38431705,-109.3652218,-9999,6.292324405,12.99729274,12.26687266,12.84314286,20.28842857,17.50257143,46.05328571,1.362795043
04011_044370,4011,44370,greenleeAZ,33.39682002,-109.2580685,-9999,6.254699405,12.87530679,12.14066538,12.93785714,20.64414286,17.68928571,46.928,1.367250041
04011_044371,4011,44371,greenleeAZ,33.40922276,-109.1508814,-9999,6.489055952,13.11636417,12.3399826,12.64442857,20.41042857,17.45457143,46.38328571,1.380415993
04011_044829,4011,44829,greenleeAZ,33.46036377,-109.4876439,-9999,5.364789881,12.04598244,11.42886651,14.29585714,21.549,18.49,49.13114286,1.293381699
04011_044830,4011,44830,greenleeAZ,33.47297956,-109.3804064,-9999,5.595220833,12.19623536,11.5591097,13.96085714,21.50485714,18.39342857,49.03428571,1.317499949
04011_044831,4011,44831,greenleeAZ,33.48549507,-109.2731346,-9999,5.442543452,11.96332787,11.33486493,14.24171429,22.07328571,18.76542857,50.35728571,1.317638326
04011_044832,4011,44832,greenleeAZ,33.49791025,-109.1658288,-9999,5.786983333,12.29336534,11.6100511,13.54857143,22.00171429,18.73485714,49.68,1.382792071
04011_044833,4011,44833,greenleeAZ,33.51022508,-109.0584891,-9999,5.959392857,12.49342155,11.76933178,12.94657143,21.084,17.89571429,47.77028571,1.382274402
04011_045291,4011,45291,greenleeAZ,33.56162901,-109.3956253,-9999,4.808839286,11.30821194,10.75233356,15.51285714,22.98742857,19.43871429,52.81042857,1.253071185
04011_045292,4011,45292,greenleeAZ,33.57415711,-109.2882347,-9999,4.655359524,11.07066276,10.52203588,15.58185714,23.34371429,19.65771429,53.626,1.261577109
04011_045293,4011,45293,greenleeAZ,33.5865848,-109.1808099,-9999,5.154215476,11.55051991,10.9482945,14.47,23.62342857,20.02842857,53.01585714,1.384134663
04011_045294,4011,45294,greenleeAZ,33.59891204,-109.0733513,-9999,5.218824405,11.64862763,11.01367486,13.74,22.40042857,18.93357143,50.38857143,1.377989187
04011_045752,4011,45752,greenleeAZ,33.65026557,-109.4108787,-9999,3.395282143,9.767064403,9.30877893,18.46985714,25.53442857,21.16914286,59.16742857,1.146145457
04011_045753,4011,45753,greenleeAZ,33.66280633,-109.303369,-9999,3.708481548,10.00880328,9.517983541,16.89028571,24.33714286,20.284,56.41414286,1.200926991
04011_045754,4011,45754,greenleeAZ,33.67524658,-109.1958251,-9999,4.075783333,10.36742389,9.854108761,15.76442857,23.53114286,19.598,54.06514286,1.243178585
04011_045755,4011,45755,greenleeAZ,33.68758627,-109.0882471,-9999,3.941344048,10.22743794,9.695371205,14.45914286,23.27285714,19.43485714,51.886,1.344122355
04011_046214,4011,46214,greenleeAZ,33.75144289,-109.3185376,-9999,2.818485714,9.085871194,8.64134437,18.54442857,25.88714286,21.28314286,59.83714286,1.14768394
04011_046215,4011,46215,greenleeAZ,33.76389575,-109.2108742,-9999,3.162664286,9.373528103,8.913290499,16.387,24.46085714,20.24585714,55.65,1.23548283
04011_046216,4011,46216,greenleeAZ,33.77624796,-109.1031767,-9999,3.107072024,9.318496487,8.836283046,14.68614286,23.62214286,19.62114286,52.11071429,1.33603105
04012_046166,4012,46166,lapazAZ,33.03624469,-114.441259,-9999,16.88563274,23.72606557,23.05834225,3.460428571,2.677428571,2.211571429,9.326714286,0.639103332
04012_046167,4012,46167,lapazAZ,33.05347343,-114.33553,-9999,16.72928333,23.59727283,22.91899028,3.653285714,3.025,2.520571429,10.08542857,0.689946428
04012_046625,4012,46625,lapazAZ,33.08936824,-114.673601,-9999,16.97509524,23.75878806,23.14381838,3.259714286,2.353428571,1.937142857,8.505714286,0.594267683
04012_046626,4012,46626,lapazAZ,33.10681048,-114.5678517,-9999,16.92484702,23.78003162,23.11225428,3.375285714,2.526,2.088857143,8.926,0.618868244
04012_046627,4012,46627,lapazAZ,33.12415446,-114.4620559,-9999,16.84035655,23.73679508,23.03669438,3.543428571,2.788428571,2.315285714,9.555428571,0.653402677
04012_046628,4012,46628,lapazAZ,33.14140011,-114.3562136,-9999,16.74910476,23.65846956,22.95868773,3.682285714,3.028142857,2.531571429,10.10557143,0.6875
04012_047087,4012,47087,lapazAZ,33.19468785,-114.5888083,-9999,16.88743512,23.80704215,23.10226422,3.454142857,2.617,2.168285714,9.099714286,0.627734811
04012_047088,4012,47088,lapazAZ,33.21204889,-114.4828991,-9999,16.83290893,23.78024239,23.05208163,3.569142857,2.795571429,2.322857143,9.540714286,0.650816523
04012_047089,4012,47089,lapazAZ,33.22931152,-114.3769433,-9999,16.68826131,23.68747892,22.93498488,3.822714286,3.193,2.682,10.48185714,0.701595725
04012_047090,4012,47090,lapazAZ,33.24647569,-114.2709413,-9999,16.59085298,23.58990398,22.84700934,4.007,3.481,2.937571429,11.16042857,0.733109915
04012_047098,4012,47098,lapazAZ,33.38023778,-113.4212871,-9999,14.85418988,21.86566511,21.26291168,5.630142857,5.299142857,4.589428571,15.75542857,0.81515313
04012_047548,4012,47548,lapazAZ,33.28254998,-114.6098116,-9999,16.87136488,23.85600234,23.11334149,3.481714286,2.625714286,2.178285714,9.081285714,0.625635976
04012_047549,4012,47549,lapazAZ,33.29992816,-114.5037888,-9999,16.79165119,23.80704567,23.03646482,3.638571429,2.889714286,2.411571429,9.721,0.662779741
04012_047550,4012,47550,lapazAZ,33.31720784,-114.3977194,-9999,16.69346607,23.75278806,22.95954507,3.822285714,3.169285714,2.664285714,10.387,0.697039916
04012_047551,4012,47551,lapazAZ,33.33438898,-114.2916035,-9999,16.54550119,23.60883958,22.82964993,4.103285714,3.579857143,3.030428571,11.39385714,0.738537061
04012_047555,4012,47555,lapazAZ,33.40212697,-113.8666804,-9999,15.69260417,22.71917096,22.03754719,5.211285714,5.038,4.307285714,14.83071429,0.826530333
04012_047556,4012,47556,lapazAZ,33.41881455,-113.7603359,-9999,15.37528274,22.40558431,21.7412652,5.368,5.167142857,4.425142857,15.17614286,0.824355972
04012_047557,4012,47557,lapazAZ,33.43540326,-113.6539463,-9999,15.17910119,22.21429625,21.56278013,5.459,5.234142857,4.493,15.38257143,0.823044514
04012_047558,4012,47558,lapazAZ,33.45189303,-113.547512,-9999,14.8576006,21.9099719,21.27309847,5.687857143,5.377,4.624571429,15.84257143,0.813060404
04012_047559,4012,47559,lapazAZ,33.46828382,-113.4410331,-9999,14.72139286,21.76243208,21.1463917,5.790857143,5.428,4.682714286,16.08114286,0.808639234
04012_047560,4012,47560,lapazAZ,33.48457557,-113.3345099,-9999,14.45881607,21.49002225,20.90458086,6.044,5.551142857,4.812142857,16.63571429,0.796185119
04012_048009,4012,48009,lapazAZ,33.37039704,-114.6308617,-9999,16.83748333,23.89656909,23.10368921,3.555571429,2.700714286,2.244428571,9.227714286,0.631242718
04012_048010,4012,48010,lapazAZ,33.38779242,-114.5247252,-9999,16.78692976,23.85933255,23.05276924,3.650714286,2.865714286,2.396,9.646571429,0.65630992
04012_048011,4012,48011,lapazAZ,33.40508923,-114.4185419,-9999,16.648525,23.78278806,22.94144269,3.901,3.243857143,2.736714286,10.57657143,0.701541729
04012_048012,4012,48012,lapazAZ,33.42228741,-114.3123119,-9999,16.49192976,23.63065925,22.80821457,4.182857143,3.659428571,3.105428571,11.582,0.742418033
04012_048015,4012,48015,lapazAZ,33.47328963,-113.9933449,-9999,15.93214702,23.03616979,22.29434436,4.990285714,4.736714286,4.053,14.13914286,0.812177946
04012_048016,4012,48016,lapazAZ,33.49009273,-113.886931,-9999,15.56289881,22.66542506,21.9405075,5.322714286,5.064142857,4.324571429,14.92057143,0.812474838
04012_048017,4012,48017,lapazAZ,33.50679694,-113.7804716,-9999,15.34901548,22.43720609,21.73303914,5.476285714,5.209714286,4.452285714,15.29942857,0.813011948
04012_048018,4012,48018,lapazAZ,33.52340218,-113.6739671,-9999,14.9609881,22.06422014,21.37838869,5.743142857,5.421714286,4.635,15.87457143,0.807049401
04012_048019,4012,48019,lapazAZ,33.5399084,-113.5674176,-9999,14.77077857,21.86512412,21.20057473,5.847285714,5.512285714,4.724142857,16.14285714,0.807920647
04012_048020,4012,48020,lapazAZ,33.55631556,-113.4608234,-9999,14.53366012,21.60003981,20.9792385,6.003,5.600285714,4.822,16.51628571,0.803265034
04012_048021,4012,48021,lapazAZ,33.57262359,-113.3541848,-9999,14.3049494,21.35882084,20.76285884,6.233714286,5.711571429,4.929142857,16.99914286,0.790723256
04012_048471,4012,48471,lapazAZ,33.47564185,-114.5457085,-9999,16.7485006,23.89540515,23.03480512,3.709428571,2.933,2.459142857,9.792857143,0.66294385
04012_048472,4012,48472,lapazAZ,33.49295585,-114.439411,-9999,16.65244464,23.85159953,22.96085362,3.885428571,3.19,2.694857143,10.42985714,0.69358041
04012_048473,4012,48473,lapazAZ,33.51017115,-114.3330667,-9999,16.49320893,23.71422248,22.83796298,4.152,3.576285714,3.035857143,11.37271429,0.731179466
04012_048474,4012,48474,lapazAZ,33.52728767,-114.2266759,-9999,16.24738631,23.52060773,22.64651722,4.482714286,3.991714286,3.410714286,12.408,0.760859173
04012_048475,4012,48475,lapazAZ,33.54430538,-114.1202389,-9999,16.08498869,23.33855386,22.49171037,4.708857143,4.293142857,3.674857143,13.11428571,0.78041381
04012_048476,4012,48476,lapazAZ,33.5612242,-114.0137558,-9999,15.80585357,23.0055445,22.20767498,5.071428571,4.732857143,4.045571429,14.14371429,0.79771831
04012_048477,4012,48477,lapazAZ,33.57804408,-113.9072269,-9999,15.54209702,22.74887588,21.95788195,5.345428571,4.980714286,4.250285714,14.76457143,0.795125341
04012_048478,4012,48478,lapazAZ,33.59476498,-113.8006525,-9999,15.21631845,22.37122365,21.63121095,5.632857143,5.283142857,4.501857143,15.50028571,0.799213797
04012_048479,4012,48479,lapazAZ,33.61138682,-113.6940327,-9999,14.9244006,22.09155386,21.36046838,5.876571429,5.472571429,4.661571429,16.01957143,0.793246791
04012_048480,4012,48480,lapazAZ,33.62790957,-113.5873679,-9999,14.60527679,21.7388829,21.05641191,6.074285714,5.665428571,4.839714286,16.532,0.796754468
04012_048481,4012,48481,lapazAZ,33.64433316,-113.4806582,-9999,14.41807381,21.53877635,20.87971081,6.174,5.734428571,4.912428571,16.79357143,0.795663844
04012_048482,4012,48482,lapazAZ,33.66065754,-113.3739039,-9999,14.08794286,21.15932436,20.56309795,6.499714286,5.883142857,5.062714286,17.49585714,0.778913359
04012_048933,4012,48933,lapazAZ,33.58080787,-114.4603268,-9999,16.6225631,23.90358782,22.9641033,3.93,3.256857143,2.764428571,10.55985714,0.703416939
04012_048934,4012,48934,lapazAZ,33.59804035,-114.353868,-9999,16.42452679,23.74234192,22.81328974,4.215285714,3.598714286,3.065571429,11.45928571,0.727251161
04012_048935,4012,48935,lapazAZ,33.61517398,-114.2473625,-9999,16.22845833,23.6265281,22.67921943,4.415428571,3.804857143,3.249,12.01157143,0.735828912
04012_048936,4012,48936,lapazAZ,33.63220869,-114.1408106,-9999,15.97156905,23.33027518,22.42559666,4.781142857,4.271285714,3.651142857,13.10042857,0.763654834
04012_048937,4012,48937,lapazAZ,33.64914445,-114.0342125,-9999,15.72656845,23.08040398,22.18814077,5.099428571,4.583857143,3.915428571,13.876,0.767817122
04012_048938,4012,48938,lapazAZ,33.66598118,-113.9275685,-9999,15.4215369,22.7097623,21.87526844,5.464142857,4.997571429,4.260714286,14.86614286,0.779758948
04012_048939,4012,48939,lapazAZ,33.68271884,-113.8208787,-9999,15.20324821,22.45101991,21.65396573,5.686142857,5.225142857,4.448714286,15.42885714,0.782378213
04012_048940,4012,48940,lapazAZ,33.69935736,-113.7141435,-9999,14.79778452,22.0267623,21.26128843,6.063571429,5.560857143,4.718,16.26228571,0.778089292
04012_048941,4012,48941,lapazAZ,33.7158967,-113.607363,-9999,14.56201905,21.75115925,21.02803417,6.232,5.744857143,4.878714286,16.71071429,0.782848891
04012_048942,4012,48942,lapazAZ,33.7323368,-113.5005375,-9999,14.1659506,21.32204918,20.65536538,6.575142857,5.979285714,5.085,17.48757143,0.773367227
04012_048943,4012,48943,lapazAZ,33.7486776,-113.3936673,-9999,13.85115357,20.91559836,20.3357041,6.813714286,6.064142857,5.194714286,18.08214286,0.762390976
04012_049394,4012,49394,lapazAZ,33.66864544,-114.4812895,-9999,16.59297917,23.9089637,22.93538129,4.013714286,3.099428571,2.605428571,10.35857143,0.649131549
04012_049395,4012,49395,lapazAZ,33.68589518,-114.3747159,-9999,16.43686488,23.82634543,22.84904286,4.191285714,3.447,2.931857143,11.16657143,0.699512594
04012_049396,4012,49396,lapazAZ,33.70304598,-114.2680955,-9999,16.17071667,23.642274,22.65334836,4.523571429,3.764285714,3.209571429,12.06085714,0.709521554
04012_049397,4012,49397,lapazAZ,33.72009779,-114.1614285,-9999,15.96494643,23.43305269,22.46163358,4.745,4.088,3.496714286,12.77114286,0.736926088
04012_049398,4012,49398,lapazAZ,33.73705055,-114.0547152,-9999,15.61953631,23.05384192,22.11683498,5.201,4.603428571,3.933571429,13.98414286,0.7563106
04012_049399,4012,49399,lapazAZ,33.7539042,-113.9479557,-9999,15.41706964,22.8058548,21.9093355,5.453571429,4.896,4.177571429,14.66828571,0.766024885
04012_049400,4012,49400,lapazAZ,33.77065869,-113.8411504,-9999,15.09154226,22.41729625,21.57610146,5.822142857,5.275571429,4.484285714,15.59814286,0.770212244
04012_049401,4012,49401,lapazAZ,33.78731396,-113.7342994,-9999,14.80689762,22.12786534,21.30667315,6.126,5.537,4.695857143,16.26957143,0.766545404
04012_049402,4012,49402,lapazAZ,33.80386996,-113.6274031,-9999,14.4282631,21.67789344,20.9215574,6.476142857,5.885857143,4.975571429,17.08971429,0.768292414
04012_049403,4012,49403,lapazAZ,33.82032664,-113.5204616,-9999,14.04440595,21.23335012,20.55619574,6.842428571,6.145142857,5.221142857,18.04085714,0.763054053
04012_049404,4012,49404,lapazAZ,33.83668392,-113.4134753,-9999,13.7819869,20.89030913,20.28621749,7.051571429,6.227,5.309571429,18.52,0.752962865
04012_049855,4012,49855,lapazAZ,33.75646874,-114.5022993,-9999,16.595275,23.98159368,22.98397697,4.176142857,3.041142857,2.530714286,10.48228571,0.605993227
04012_049856,4012,49856,lapazAZ,33.77373581,-114.3956107,-9999,16.42243631,23.87672834,22.85866438,4.445142857,3.328285714,2.794571429,11.31914286,0.628679779
04012_049857,4012,49857,lapazAZ,33.79090386,-114.2888751,-9999,16.25270238,23.74172365,22.72366441,4.600285714,3.593857143,3.038285714,11.90114286,0.660455872
04012_049858,4012,49858,lapazAZ,33.80797283,-114.1820928,-9999,15.91384048,23.43552225,22.43070983,4.873428571,4.072857143,3.477857143,12.89742857,0.71363663
04012_049859,4012,49859,lapazAZ,33.82494266,-114.0752639,-9999,15.63910238,23.16137588,22.17093008,5.187571429,4.458428571,3.810571429,13.75542857,0.734557872
04012_049860,4012,49860,lapazAZ,33.8418133,-113.9683888,-9999,15.31845714,22.784726,21.84461106,5.571571429,4.914428571,4.192857143,14.81557143,0.752544807
04012_049861,4012,49861,lapazAZ,33.8585847,-113.8614677,-9999,15.07492321,22.53710422,21.61333728,5.910571429,5.230428571,4.453285714,15.63442857,0.753444192
04012_049862,4012,49862,lapazAZ,33.87525679,-113.7545008,-9999,14.75070238,22.14584543,21.28518863,6.300571429,5.630428571,4.778857143,16.63071429,0.758479956
04012_049863,4012,49863,lapazAZ,33.89182952,-113.6474884,-9999,14.52742679,21.87565222,21.05572958,6.537428571,5.877142857,4.976428571,17.23071429,0.7612211
04012_049864,4012,49864,lapazAZ,33.90830284,-113.5404307,-9999,14.144875,21.43333958,20.68196195,6.957428571,6.266,5.309571429,18.345,0.763151411
04012_049865,4012,49865,lapazAZ,33.92467668,-113.4333279,-9999,13.7029369,20.85156792,20.2265769,7.346428571,6.429428571,5.469142857,19.18842857,0.74446281
