Fips,CountyState,gridID,Indx,Year,meanNDVIgrid,meanANPPgrid,NDVI_predict_2019_below,NPP_predict_2019_below,NPP_stdev_below,deltaNPP_below,pct_diffNPP_below,NDVI_predict_2019_avg,NPP_predict_2019_avg,NPP_stdev_avg,deltaNPP_avg,pct_diffNPP_avg,NDVI_predict_2019_above,NPP_predict_2019_above,NPP_stdev_above,deltaNPP_above,pct_diffNPP_above
 4001,apacheAZ            , 45748,1, 2020,    0.0345,  319.2480,     0.0380,  346.4653,    0.0000,   27.2173,    8.5254,     0.0380,  346.4653,    0.0000,   27.2173,    8.5254,     0.0380,  346.4653,    0.0000,   27.2173,    8.5254
 4001,apacheAZ            , 45749,1, 2020,    0.0350,  322.5441,     0.0381,  347.4885,    0.0000,   24.9444,    7.7336,     0.0381,  347.4885,    0.0000,   24.9444,    7.7336,     0.0381,  347.4885,    0.0000,   24.9444,    7.7336
 4001,apacheAZ            , 45750,1, 2020,    0.0349,  322.1919,     0.0377,  344.4530,    0.0000,   22.2611,    6.9093,     0.0377,  344.4530,    0.0000,   22.2611,    6.9093,     0.0377,  344.4530,    0.0000,   22.2611,    6.9093
 4001,apacheAZ            , 45751,1, 2020,    0.0349,  321.8287,     0.0375,  342.3723,    0.0000,   20.5436,    6.3834,     0.0375,  342.3723,    0.0000,   20.5436,    6.3834,     0.0375,  342.3723,    0.0000,   20.5436,    6.3834
 4001,apacheAZ            , 46209,1, 2020,    0.0350,  322.7871,     0.0383,  348.8437,    0.0000,   26.0566,    8.0724,     0.0383,  348.8437,    0.0000,   26.0566,    8.0724,     0.0383,  348.8437,    0.0000,   26.0566,    8.0724
 4001,apacheAZ            , 46210,1, 2020,    0.0352,  324.2007,     0.0379,  345.7945,    0.0000,   21.5938,    6.6606,     0.0379,  345.7945,    0.0000,   21.5938,    6.6606,     0.0379,  345.7945,    0.0000,   21.5938,    6.6606
 4001,apacheAZ            , 46211,1, 2020,    0.0350,  322.6785,     0.0372,  340.1992,    0.0000,   17.5207,    5.4298,     0.0372,  340.1992,    0.0000,   17.5207,    5.4298,     0.0372,  340.1992,    0.0000,   17.5207,    5.4298
 4001,apacheAZ            , 46212,1, 2020,    0.0349,  322.1603,     0.0371,  339.5285,    0.0000,   17.3682,    5.3912,     0.0371,  339.5285,    0.0000,   17.3682,    5.3912,     0.0371,  339.5285,    0.0000,   17.3682,    5.3912
 4001,apacheAZ            , 46213,1, 2020,    0.0347,  320.2173,     0.0368,  336.8284,    0.0000,   16.6111,    5.1874,     0.0368,  336.8284,    0.0000,   16.6111,    5.1874,     0.0368,  336.8284,    0.0000,   16.6111,    5.1874
 4001,apacheAZ            , 46670,1, 2020,    0.0352,  324.8353,     0.0377,  344.4291,    0.0000,   19.5938,    6.0319,     0.0377,  344.4291,    0.0000,   19.5938,    6.0319,     0.0377,  344.4291,    0.0000,   19.5938,    6.0319
 4001,apacheAZ            , 46671,1, 2020,    0.0352,  324.1917,     0.0374,  342.0061,    0.0000,   17.8144,    5.4950,     0.0374,  342.0061,    0.0000,   17.8144,    5.4950,     0.0374,  342.0061,    0.0000,   17.8144,    5.4950
 4001,apacheAZ            , 46672,1, 2020,    0.0349,  322.4073,     0.0369,  337.7079,    0.0000,   15.3005,    4.7457,     0.0369,  337.7079,    0.0000,   15.3005,    4.7457,     0.0369,  337.7079,    0.0000,   15.3005,    4.7457
 4001,apacheAZ            , 46673,1, 2020,    0.0347,  320.0828,     0.0365,  334.8948,    0.0000,   14.8120,    4.6276,     0.0365,  334.8948,    0.0000,   14.8120,    4.6276,     0.0365,  334.8948,    0.0000,   14.8120,    4.6276
 4001,apacheAZ            , 46674,1, 2020,    0.0345,  319.1053,     0.0367,  336.1542,    0.0000,   17.0489,    5.3427,     0.0367,  336.1542,    0.0000,   17.0489,    5.3427,     0.0367,  336.1542,    0.0000,   17.0489,    5.3427
 4001,apacheAZ            , 46675,1, 2020,    0.0346,  319.8507,     0.0368,  337.0132,    0.0000,   17.1624,    5.3658,     0.0368,  337.0132,    0.0000,   17.1624,    5.3658,     0.0368,  337.0132,    0.0000,   17.1624,    5.3658
 4001,apacheAZ            , 46676,1, 2020,    0.0347,  320.5324,     0.0371,  339.6996,    0.0000,   19.1671,    5.9798,     0.0371,  339.6996,    0.0000,   19.1671,    5.9798,     0.0371,  339.6996,    0.0000,   19.1671,    5.9798
 4001,apacheAZ            , 46677,1, 2020,    0.0347,  320.4289,     0.0370,  338.5805,    0.0000,   18.1516,    5.6648,     0.0370,  338.5805,    0.0000,   18.1516,    5.6648,     0.0370,  338.5805,    0.0000,   18.1516,    5.6648
 4001,apacheAZ            , 47132,1, 2020,    0.0352,  324.2557,     0.0371,  339.8707,    0.0000,   15.6150,    4.8156,     0.0371,  339.8707,    0.0000,   15.6150,    4.8156,     0.0371,  339.8707,    0.0000,   15.6150,    4.8156
 4001,apacheAZ            , 47133,1, 2020,    0.0347,  320.4512,     0.0364,  334.0769,    0.0000,   13.6257,    4.2520,     0.0364,  334.0769,    0.0000,   13.6257,    4.2520,     0.0364,  334.0769,    0.0000,   13.6257,    4.2520
 4001,apacheAZ            , 47134,1, 2020,    0.0344,  318.4379,     0.0361,  331.9928,    0.0000,   13.5549,    4.2567,     0.0361,  331.9928,    0.0000,   13.5549,    4.2567,     0.0361,  331.9928,    0.0000,   13.5549,    4.2567
