Fips,CountyState,gridID,Indx,Year,meanNDVIgrid,meanANPPgrid,PPTgs_below,NDVI_predict_below,NPP_predict_below,NPP_stdev_below,deltaNPP_below,pct_diffNPP_below,PPTgs_avg,NDVI_predict_avg,NPP_predict_avg,NPP_stdev_avg,deltaNPP_avg,pct_diffNPP_avg,PPTgs_above,NDVI_predict_above,NPP_predict_above,NPP_stdev_above,deltaNPP_above,pct_diffNPP_above,pptWatYrReceived,pptAvgWatYrReceived,pptGSremainder_below,pptGSremainder_avg,pptGSremainder_above
4015,mohaveAZ            ,59550,1,2022,0.0208,209.9425,1.3031,0.0117,137.6082,0,-72.3343,-34.4543,1.3031,0.0117,137.6082,0,-72.3343,-34.4543,1.3031,0.0117,137.6082,0,-72.3343,-34.4543,4.641732283,7.033800653,0.00,0.00,0.00
4015,mohaveAZ            ,60000,1,2022,0.0175,183.6917,0.689,5.00E-04,48.2881,0.0068,-135.4037,-73.7124,0.689,5.00E-04,48.2881,0.0068,-135.4037,-73.7124,0.689,5.00E-04,48.2881,0.0068,-135.4037,-73.7124,2.169291339,4.415690417,0.00,0.00,0.00
4015,mohaveAZ            ,60001,1,2022,0.0172,181.5341,0.7795,5.00E-04,48.7605,0,-132.7736,-73.1398,0.7795,5.00E-04,48.7605,0,-132.7736,-73.1398,0.7795,5.00E-04,48.7605,0,-132.7736,-73.1398,2.220472441,4.484924141,0.00,0.00,0.00
4015,mohaveAZ            ,60002,1,2022,0.0177,185.4834,0.8543,0.001,52.2576,0.0116,-133.2258,-71.8263,0.8543,0.001,52.2576,0.0116,-133.2258,-71.8263,0.8543,0.001,52.2576,0.0116,-133.2258,-71.8263,2.38976378,4.674092568,0.00,0.00,0.00
4015,mohaveAZ            ,60003,1,2022,0.0189,195.109,0.9134,0.0018,58.9951,0.0068,-136.1139,-69.763,0.9134,0.0018,58.9951,0.0068,-136.1139,-69.763,0.9134,0.0018,58.9951,0.0068,-136.1139,-69.763,2.539370079,4.839542923,0.00,0.00,0.00
4015,mohaveAZ            ,60004,1,2022,0.02,203.2814,1.0039,0.0034,71.3194,0,-131.9621,-64.9159,1.0039,0.0034,71.3194,0,-131.9621,-64.9159,1.0039,0.0034,71.3194,0,-131.9621,-64.9159,2.807086614,5.102458229,0.00,0.00,0.00
4015,mohaveAZ            ,60005,1,2022,0.0205,207.7117,1.1732,0.0056,89.103,0,-118.6086,-57.1025,1.1732,0.0056,89.103,0,-118.6086,-57.1025,1.1732,0.0056,89.103,0,-118.6086,-57.1025,3.188976378,5.365853659,0.00,0.00,0.00
4015,mohaveAZ            ,60006,1,2022,0.0216,216.4179,1.2205,0.0069,99.5788,0.0116,-116.8392,-53.9877,1.2205,0.0069,99.5788,0.0116,-116.8392,-53.9877,1.2205,0.0069,99.5788,0.0116,-116.8392,-53.9877,3.421259843,5.568465527,0.00,0.00,0.00
4015,mohaveAZ            ,60007,1,2022,0.0216,216.0481,1.2244,0.0086,113.2615,0,-102.7866,-47.5758,1.2244,0.0086,113.2615,0,-102.7866,-47.5758,1.2244,0.0086,113.2615,0,-102.7866,-47.5758,3.669291339,5.874207797,0.00,0.00,0.00
4015,mohaveAZ            ,60008,1,2022,0.0182,189.536,1.2244,0.0095,120.2479,0,-69.288,-36.5567,1.2244,0.0095,120.2479,0,-69.288,-36.5567,1.2244,0.0095,120.2479,0,-69.288,-36.5567,3.858267717,6.098713271,0.00,0.00,0.00
